Trotter_steps,circuit_layers,Final_fidelity
8,1,0.9452704913510199
8,2,0.9452704971530496
8,3,0.9778799122233129
8,4,0.9778808563359505
8,5,0.9886874972255342
8,6,0.9886847904490589
8,7,0.9888968327764983
8,8,0.7532199516162829
8,9,0.9997552162024108
8,10,0.9998144561519988
8,11,0.9999570539569782
8,12,0.9971644211366888
8,13,0.9999538493405651
8,14,0.9998782742065118
8,15,0.9999900963490826
8,16,0.9999826961993504
8,17,0.9999900342579132
8,18,0.9999900321546905
8,19,0.9999900349678601
8,20,0.9999900287651755
8,21,0.9999900837667768
8,22,0.9999900110416563
8,23,0.9999905263322048
8,24,0.9999900297484825
8,25,0.9999826838505813
8,26,0.9999263910113116
8,27,0.9999903352014672
8,28,0.9999900094135322
8,29,0.9999900733489788
8,30,0.9999901033200064
8,31,0.9999901695238089
8,32,0.9999901734318899
8,33,0.9999900975785516
8,34,0.9999900777523825
8,35,0.9999902138029984
8,36,0.9999901780082772
8,37,0.9999901133102356
8,38,0.9999900727168425
8,39,0.9999900726214791
8,40,0.9999900443583938
8,41,0.9999901524058494
8,42,0.99999008492358
8,43,0.9999901985147557
8,44,0.9999900891492884
8,45,0.9999901004146989
8,46,0.9999900570610605
8,47,0.9999900510586749
8,48,0.9999901078425318
8,49,0.9999901007115625
8,50,0.99999037352036
8,51,0.9999900676866639
8,52,0.9999901046304926
8,53,0.9999902212045988
8,54,0.9999901758284917
8,55,0.9999901542615721
8,56,0.9999901919810299
8,57,0.9999900312282554
8,58,0.9999901752164367
8,59,0.9999901916451076
8,60,0.9999900321823694
8,61,0.9999900607369369
8,62,0.9999900722651774
8,63,0.9999901037443384
8,64,0.9999900552921454
8,65,0.999990163997357
8,66,0.9999901356959046
8,67,0.9999901651631052
8,68,0.9999900914925509
8,69,0.9999903889809271
8,70,0.9999902785005756
8,71,0.9999902150293078
8,72,0.9999903837040309
8,73,0.9999902233906478
8,74,0.9999901110870918
8,75,0.9999904659111261
8,76,0.9999901753770933
8,77,0.9999900739112604
8,78,0.9999901282194538
8,79,0.9999901659500618
8,80,0.99999007144211
8,81,0.9999902280530812
8,82,0.99999029898712
8,83,0.9999901593092323
8,84,0.999990171965147
8,85,0.9999900387712867
8,86,0.9999900344571435
8,87,0.999977050164936
8,88,0.9999901335144235
8,89,0.9999900206693159
8,90,0.999990350681263
8,91,0.9999901211781362
8,92,0.9999900481357823
8,93,0.9999900103339128
8,94,0.999990057803518
8,95,0.9999902272901596
8,96,0.9999900773215175
8,97,0.9999900396855672
8,98,0.9999904867010526
8,99,0.9999937851960474
