Trotter_steps,circuit_layers,Final_fidelity
5,1,0.8572279794150592
5,2,0.9346186690197115
5,3,0.9401883031835782
5,4,0.9961807437003515
5,5,0.999755014993312
5,6,0.9401900681945206
5,7,0.999680113962061
5,8,0.9998610661255544
5,9,0.999900340685526
5,10,0.9999004019521212
5,11,0.9999006653717091
5,12,0.9998660423139056
5,13,0.9997167402857214
5,14,0.9999026549676329
5,15,0.9999050421467468
5,16,0.9999028827028911
5,17,0.9999031381041376
5,18,0.9999003185807325
5,19,0.9999036734454058
5,20,0.9999078943984941
5,21,0.9999070738970051
5,22,0.9999079424134607
5,23,0.9999290834850597
5,24,0.9999290834850597
5,25,0.9999290834850597
5,26,0.9999290834850597
5,27,0.9999290834850597
5,28,0.9999290834850597
5,29,0.9999290834850597
5,30,0.9999290834850597
5,31,0.9999290834850597
5,32,0.9999290834850597
5,33,0.9999290834850597
5,34,0.9999290834850597
